run,execution_id,epoch,mAP50_95,mAP50,train_loss
seed43_original,exec_a6f6dff68971,5,0.08085193922301191,0.18671663942787256,19.35390316080213
seed43_original,exec_a6f6dff68971,6,0.08870601043372636,0.2019008064424377,19.11395351922539
seed43_original,exec_a6f6dff68971,7,0.09546510525784696,0.2119701459528543,18.983608561739214
seed43_original,exec_a6f6dff68971,8,0.0931609400506223,0.20677438282776298,18.709695333372444
seed43_original,exec_a6f6dff68971,9,0.09409640194087661,0.20981911058587235,18.55796422769514
seed43_original,exec_a6f6dff68971,10,0.08965476625571647,0.20637355872491048,18.387580376205957
seed43_original,exec_a6f6dff68971,11,0.09270253166427102,0.21745565657953156,18.275143221122484
seed43_original,exec_a6f6dff68971,12,0.09702176902160284,0.22730910766346635,18.017727663576643
seed43_original,exec_a6f6dff68971,13,0.10208260386579743,0.23449960997307484,17.92148552282912
seed43_original,exec_a6f6dff68971,14,0.10155945936739062,0.2247004415935942,17.776007156894426
seed43_original,exec_a6f6dff68971,15,0.09999553231496147,0.22266041314303017,17.67767566371648
seed43_original,exec_a6f6dff68971,16,0.10319333848007754,0.22912199602001132,17.59605190656224
seed43_original,exec_a6f6dff68971,17,0.08194302717113454,0.19906546456462246,17.431305385686336
seed43_original,exec_a6f6dff68971,18,0.058916243976144346,0.16089594192401532,17.353997701675187
seed43_original,exec_a6f6dff68971,19,0.04405143440830732,0.13082551334247908,17.177734852034618
seed43_original,exec_a6f6dff68971,20,0.037971074226580484,0.11924005794063745,17.162201549397793
seed43_rep1,exec_f542d7eea047,1,0.05123978358530205,0.11092612295363648,22.672286546100032
seed43_rep1,exec_f542d7eea047,2,0.0573305010273117,0.13819002193675586,21.25342398171868
seed43_rep1,exec_f542d7eea047,3,0.06841708549196436,0.14480091845696225,20.493298223825512
seed43_rep1,exec_f542d7eea047,4,0.07333747401988738,0.1361518622673711,19.865865234875557
seed43_rep1,exec_f542d7eea047,5,0.03227055918163112,0.06557834670803732,19.457886341749944
seed43_rep1,exec_f542d7eea047,6,0.031146695229465986,0.06375775759213653,19.206390376232726
seed43_rep1,exec_f542d7eea047,7,0.03395754749431477,0.0697374429601948,18.963749815157204
seed43_rep1,exec_f542d7eea047,8,0.03345144931965586,0.06963614669554627,18.726273215922166
seed43_rep1,exec_f542d7eea047,9,0.037991481176074274,0.07984357983561642,18.653447855094225
seed43_rep1,exec_f542d7eea047,10,0.03520185596698681,0.0746408872710562,18.364355328187468
seed43_rep1,exec_f542d7eea047,11,0.037106944017893585,0.07602478241029781,18.255157784573083
seed43_rep1,exec_f542d7eea047,12,0.03963292606745323,0.0804335233506904,18.1030552108879
seed43_rep1,exec_f542d7eea047,13,0.0406797012276883,0.08518777381097052,17.887680969062604
seed43_rep1,exec_f542d7eea047,14,0.034920532438313986,0.07813201125216632,17.771026429744143
seed43_rep1,exec_f542d7eea047,15,0.028109933628963756,0.0648718904827654,17.721152237519785
seed43_rep1,exec_f542d7eea047,16,0.01868482855052844,0.04665700755148022,17.55121556810139
seed43_rep1,exec_f542d7eea047,17,0.015499771123744972,0.039968230903457344,17.435929233841396
seed43_rep1,exec_f542d7eea047,18,0.015095941750758094,0.03966265423943401,17.24614070890054
seed43_rep1,exec_f542d7eea047,19,0.012779930724887163,0.033281807994039556,17.261737917449143
seed43_rep1,exec_f542d7eea047,20,0.013970008620566392,0.03499880160522426,17.070685166696627
seed44_original,exec_373196093d79,1,0.012571828310514224,0.03736941507892362,22.63533351543497
seed44_original,exec_373196093d79,2,0.03329204334718606,0.1025503333008672,21.207987650610058
seed44_original,exec_373196093d79,3,0.026974371484831824,0.07713225753565627,20.367840925347927
seed44_original,exec_373196093d79,4,0.019799903404612636,0.06300206534312391,19.80055823475924
seed44_original,exec_373196093d79,5,0.023725717114842587,0.06710602670548682,19.333431793008664
seed44_original,exec_373196093d79,6,0.027835860467279393,0.0726547301415257,18.996239598380896
seed44_original,exec_373196093d79,7,0.029547373387394233,0.07413197559820979,18.900316825101395
seed44_original,exec_373196093d79,8,0.033998818288091544,0.08664630925503494,18.64480789730407
seed44_original,exec_373196093d79,9,0.03870714613617098,0.09688998557197186,18.48481582009184
seed44_original,exec_373196093d79,10,0.041412551607608046,0.10176034851581876,18.358852447039332
seed44_original,exec_373196093d79,11,0.041128428750563495,0.10311777945876459,18.2071528169455
seed44_original,exec_373196093d79,12,0.04063511344679094,0.10766038046858412,18.022316547051513
seed44_original,exec_373196093d79,13,0.03998301606672142,0.10889082147456117,17.972758232960935
seed44_original,exec_373196093d79,14,0.04057056651601135,0.10937027997434454,17.78858387730914
seed44_original,exec_373196093d79,15,0.04143016439577045,0.10661741229116238,17.639725811163707
seed44_original,exec_373196093d79,16,0.03509670251242088,0.08489348476508363,17.49747989489977
seed44_original,exec_373196093d79,17,0.029682331584642972,0.07091279198099892,17.37280145662282
seed44_original,exec_373196093d79,18,0.025960914835066122,0.0690476210631963,17.25631351883172
seed44_original,exec_373196093d79,19,0.022497134463818978,0.06758135962141484,17.209221501339
seed44_original,exec_373196093d79,20,0.022242537998124878,0.0674223211171498,17.02555370071058
seed43_j3_det_rep1,exec_dd11f6d9c60c,1,0.04180091582513364,0.10907458589596494,22.527805542350425
seed43_j3_det_rep1,exec_dd11f6d9c60c,2,0.03523531379256477,0.11272546088748496,20.731065239090203
seed43_j3_det_rep1,exec_dd11f6d9c60c,3,0.03206170478696927,0.10761467365549872,19.53012633281553
seed43_j3_det_rep1,exec_dd11f6d9c60c,4,0.04295406358691742,0.12761011538307102,18.875645492966857
seed43_j3_det_rep1,exec_dd11f6d9c60c,5,0.04131084486426333,0.1301283831394572,18.366006507266846
seed43_j3_det_rep1,exec_dd11f6d9c60c,6,0.03942739494236516,0.1262993461151113,17.995445806951746
seed43_j3_det_rep1,exec_dd11f6d9c60c,7,0.036399374547145646,0.12355507355596763,17.71104992638416
seed43_j3_det_rep1,exec_dd11f6d9c60c,8,0.035026905266712115,0.12051580253110572,17.46344715307538
seed43_j3_det_rep1,exec_dd11f6d9c60c,9,0.033776498591129925,0.11953199070589134,17.170778238510234
seed43_j3_det_rep1,exec_dd11f6d9c60c,10,0.03563884665832327,0.1245268687982929,16.91906274912136
seed43_j3_det_rep1,exec_dd11f6d9c60c,11,0.038028957638350395,0.1313712629805864,16.675740887850644
seed43_j3_det_rep1,exec_dd11f6d9c60c,12,0.03881411781053078,0.1300249915180495,16.33024145766604
seed43_j3_det_rep1,exec_dd11f6d9c60c,13,0.03923993155974948,0.12770293070261138,16.061924355731556
seed43_j3_det_rep1,exec_dd11f6d9c60c,14,0.038635615073341095,0.12294378448465117,15.85506631595902
seed43_j3_det_rep1,exec_dd11f6d9c60c,15,0.03788875754685983,0.12219940032908974,15.652828062920134
seed43_j3_det_rep1,exec_dd11f6d9c60c,16,0.0380645762594336,0.12484719597646218,15.519592691137063
seed43_j3_det_rep1,exec_dd11f6d9c60c,17,0.04025398871066598,0.12885241801658912,15.3076194539941
seed43_j3_det_rep1,exec_dd11f6d9c60c,18,0.03980509186475626,0.1279952102607773,15.120782855813662
seed43_j3_det_rep1,exec_dd11f6d9c60c,19,0.03892991105511029,0.1202591038313361,14.900367308687418
seed43_j3_det_rep1,exec_dd11f6d9c60c,20,0.03884527857142176,0.11773747330952554,14.762728847016687
seed43_j3_det_rep2,exec_faf97ad6609d,1,0.026428663999087172,0.056234313681093016,22.570032520537758
seed43_j3_det_rep2,exec_faf97ad6609d,2,0.059364168166091504,0.13023458232511856,20.678131099145023
seed43_j3_det_rep2,exec_faf97ad6609d,3,0.041709788320762636,0.10938880603651785,19.598013617850388
seed43_j3_det_rep2,exec_faf97ad6609d,4,0.07578725507814625,0.20052115295530423,18.909727290864648
seed43_j3_det_rep2,exec_faf97ad6609d,5,0.06989795201826669,0.1972996381813722,18.409119263567067
seed43_j3_det_rep2,exec_faf97ad6609d,6,0.07051361052278632,0.20175011346563002,18.01770872294679
seed43_j3_det_rep2,exec_faf97ad6609d,7,0.06828276389429998,0.19745975837318966,17.672702352024547
seed43_j3_det_rep2,exec_faf97ad6609d,8,0.07453086280173793,0.21512651260640037,17.534207366070202
seed43_j3_det_rep2,exec_faf97ad6609d,9,0.07420298286388574,0.21688841212317228,16.995075187117816
seed43_j3_det_rep2,exec_faf97ad6609d,10,0.07844357245213529,0.22899587698148982,16.79115334160351
seed43_j3_det_rep2,exec_faf97ad6609d,11,0.07995186793450823,0.227367314546912,16.698879803688637
seed43_j3_det_rep2,exec_faf97ad6609d,12,0.0738765609925913,0.21477352873085334,16.537472175963508
seed43_j3_det_rep2,exec_faf97ad6609d,13,0.07080147437016296,0.20001988759799696,16.173480694721672
seed43_j3_det_rep2,exec_faf97ad6609d,14,0.0694414237594851,0.18684640904144226,15.90846269838003
seed43_j3_det_rep2,exec_faf97ad6609d,15,0.06252042528881314,0.16690809236374696,15.730073630715125
seed43_j3_det_rep2,exec_faf97ad6609d,16,0.057834766639289596,0.1513934233121773,15.524241622363833
seed43_j3_det_rep2,exec_faf97ad6609d,17,0.052198700382964244,0.1374178708075287,15.345521155606365
seed43_j3_det_rep2,exec_faf97ad6609d,18,0.04892060359815178,0.12583231295758274,15.16858036466696
seed43_j3_det_rep2,exec_faf97ad6609d,19,0.04493263950656651,0.11347289804999364,14.93488764593103
seed43_j3_det_rep2,exec_faf97ad6609d,20,0.04619914353451712,0.11301160225721332,14.705297286758107
